,state,State Name,disease,Number of Hepatitis Cases,"Hepatitis Incidence Per 100,000 People",year,number_week
10867,NY,NEW YORK,HEPATITIS A,120,0.65,1970,38
10868,OH,OHIO,HEPATITIS A,51,0.48,1970,38
10869,OK,OKLAHOMA,HEPATITIS A,13,0.5,1970,38
10870,OR,OREGON,HEPATITIS A,20,0.93,1970,38
10871,PA,PENNSYLVANIA,HEPATITIS A,68,0.57,1970,38
10872,RI,RHODE ISLAND,HEPATITIS A,11,1.14,1970,38
10873,SC,SOUTH CAROLINA,HEPATITIS A,11,0.41,1970,38
10874,TN,TENNESSEE,HEPATITIS A,42,1.05,1970,38
10875,TX,TEXAS,HEPATITIS A,57,0.5,1970,38
10876,UT,UTAH,HEPATITIS A,4,0.36,1970,38
10877,VA,VIRGINIA,HEPATITIS A,21,0.44,1970,38
10878,VT,VERMONT,HEPATITIS A,1,0.22,1970,38
10879,WA,WASHINGTON,HEPATITIS A,24,0.7,1970,38
10880,WI,WISCONSIN,HEPATITIS A,12,0.27,1970,38
10881,WV,WEST VIRGINIA,HEPATITIS A,6,0.34,1970,38
10882,WY,WYOMING,HEPATITIS A,2,0.59,1970,38
10883,AK,ALASKA,HEPATITIS A,4,1.27,1970,39
10884,AL,ALABAMA,HEPATITIS A,10,0.29,1970,39
10885,AR,ARKANSAS,HEPATITIS A,4,0.2,1970,39
10886,AZ,ARIZONA,HEPATITIS A,15,0.79,1970,39
10887,CA,CALIFORNIA,HEPATITIS A,167,0.82,1970,39
10888,CO,COLORADO,HEPATITIS A,15,0.65,1970,39
10889,CT,CONNECTICUT,HEPATITIS A,18,0.59,1970,39
10890,DC,DISTRICT OF COLUMBIA,HEPATITIS A,2,0.27,1970,39
10891,DE,DELAWARE,HEPATITIS A,4,0.71,1970,39
10892,FL,FLORIDA,HEPATITIS A,38,0.53,1970,39
10893,GA,GEORGIA,HEPATITIS A,22,0.47,1970,39
10894,HI,HAWAII,HEPATITIS A,4,0.5,1970,39
10895,IA,IOWA,HEPATITIS A,4,0.14,1970,39
10896,ID,IDAHO,HEPATITIS A,3,0.41,1970,39
10897,IL,ILLINOIS,HEPATITIS A,72,0.64,1970,39
10898,IN,INDIANA,HEPATITIS A,5,0.1,1970,39
10899,KS,KANSAS,HEPATITIS A,12,0.53,1970,39
10900,KY,KENTUCKY,HEPATITIS A,16,0.49,1970,39
10901,LA,LOUISIANA,HEPATITIS A,7,0.19,1970,39
10902,MA,MASSACHUSETTS,HEPATITIS A,43,0.75,1970,39
10903,MD,MARYLAND,HEPATITIS A,21,0.52,1970,39
10904,ME,MAINE,HEPATITIS A,15,1.48,1970,39
10905,MI,MICHIGAN,HEPATITIS A,73,0.81,1970,39
10906,MN,MINNESOTA,HEPATITIS A,6,0.16,1970,39
10907,MO,MISSOURI,HEPATITIS A,10,0.21,1970,39
10908,MS,MISSISSIPPI,HEPATITIS A,7,0.31,1970,39
10909,MT,MONTANA,HEPATITIS A,7,0.98,1970,39
10910,NC,NORTH CAROLINA,HEPATITIS A,27,0.52,1970,39
10911,ND,NORTH DAKOTA,HEPATITIS A,1,0.16,1970,39
10912,NE,NEBRASKA,HEPATITIS A,3,0.2,1970,39
10913,NJ,NEW JERSEY,HEPATITIS A,69,0.95,1970,39
10914,NM,NEW MEXICO,HEPATITIS A,4,0.38,1970,39
10915,NY,NEW YORK,HEPATITIS A,74,0.4,1970,39
10916,OH,OHIO,HEPATITIS A,40,0.37,1970,39
10917,OK,OKLAHOMA,HEPATITIS A,16,0.61,1970,39
10918,OR,OREGON,HEPATITIS A,21,0.98,1970,39
10919,PA,PENNSYLVANIA,HEPATITIS A,73,0.61,1970,39
10920,RI,RHODE ISLAND,HEPATITIS A,14,1.45,1970,39
10921,SC,SOUTH CAROLINA,HEPATITIS A,2,0.08,1970,39
10922,SD,SOUTH DAKOTA,HEPATITIS A,2,0.3,1970,39
10923,TN,TENNESSEE,HEPATITIS A,36,0.9,1970,39
10924,TX,TEXAS,HEPATITIS A,50,0.43,1970,39
10925,UT,UTAH,HEPATITIS A,14,1.27,1970,39
10926,VA,VIRGINIA,HEPATITIS A,24,0.51,1970,39
10927,VT,VERMONT,HEPATITIS A,12,2.64,1970,39
10928,WA,WASHINGTON,HEPATITIS A,21,0.61,1970,39
10929,WI,WISCONSIN,HEPATITIS A,16,0.36,1970,39
10930,WV,WEST VIRGINIA,HEPATITIS A,22,1.24,1970,39
10931,WY,WYOMING,HEPATITIS A,3,0.88,1970,39
10932,AL,ALABAMA,HEPATITIS A,2,0.06,1970,40
10933,AR,ARKANSAS,HEPATITIS A,2,0.1,1970,40
10934,CO,COLORADO,HEPATITIS A,29,1.26,1970,40
10935,CT,CONNECTICUT,HEPATITIS A,25,0.82,1970,40
10936,DC,DISTRICT OF COLUMBIA,HEPATITIS A,4,0.53,1970,40
10937,DE,DELAWARE,HEPATITIS A,3,0.53,1970,40
10938,FL,FLORIDA,HEPATITIS A,56,0.78,1970,40
10939,GA,GEORGIA,HEPATITIS A,5,0.11,1970,40
10940,IA,IOWA,HEPATITIS A,6,0.21,1970,40
10941,IL,ILLINOIS,HEPATITIS A,26,0.23,1970,40
10942,IN,INDIANA,HEPATITIS A,8,0.15,1970,40
10943,KS,KANSAS,HEPATITIS A,14,0.62,1970,40
10944,KY,KENTUCKY,HEPATITIS A,19,0.58,1970,40
10945,LA,LOUISIANA,HEPATITIS A,10,0.27,1970,40
10946,MA,MASSACHUSETTS,HEPATITIS A,39,0.68,1970,40
10947,MD,MARYLAND,HEPATITIS A,15,0.37,1970,40
10948,ME,MAINE,HEPATITIS A,22,2.17,1970,40
10949,MI,MICHIGAN,HEPATITIS A,59,0.66,1970,40
10950,MN,MINNESOTA,HEPATITIS A,10,0.26,1970,40
10951,MO,MISSOURI,HEPATITIS A,8,0.17,1970,40
10952,MS,MISSISSIPPI,HEPATITIS A,3,0.13,1970,40
10953,MT,MONTANA,HEPATITIS A,1,0.14,1970,40
10954,NC,NORTH CAROLINA,HEPATITIS A,11,0.21,1970,40
10955,ND,NORTH DAKOTA,HEPATITIS A,3,0.48,1970,40
10956,NE,NEBRASKA,HEPATITIS A,1,0.07,1970,40
10957,NH,NEW HAMPSHIRE,HEPATITIS A,1,0.13,1970,40
10958,NJ,NEW JERSEY,HEPATITIS A,79,1.08,1970,40
10959,NM,NEW MEXICO,HEPATITIS A,2,0.19,1970,40
10960,NV,NEVADA,HEPATITIS A,1,0.19,1970,40
10961,NY,NEW YORK,HEPATITIS A,125,0.68,1970,40
10962,OH,OHIO,HEPATITIS A,47,0.44,1970,40
10963,OK,OKLAHOMA,HEPATITIS A,3,0.11,1970,40
10964,OR,OREGON,HEPATITIS A,19,0.88,1970,40
10965,PA,PENNSYLVANIA,HEPATITIS A,58,0.49,1970,40
10966,RI,RHODE ISLAND,HEPATITIS A,8,0.83,1970,40
10967,SC,SOUTH CAROLINA,HEPATITIS A,5,0.19,1970,40
10968,TN,TENNESSEE,HEPATITIS A,25,0.62,1970,40
10969,TX,TEXAS,HEPATITIS A,44,0.38,1970,40
10970,UT,UTAH,HEPATITIS A,11,1.0,1970,40
10971,VA,VIRGINIA,HEPATITIS A,22,0.46,1970,40
10972,VT,VERMONT,HEPATITIS A,4,0.88,1970,40
10973,WA,WASHINGTON,HEPATITIS A,29,0.84,1970,40
10974,WI,WISCONSIN,HEPATITIS A,12,0.27,1970,40
10975,WV,WEST VIRGINIA,HEPATITIS A,5,0.28,1970,40
10976,WY,WYOMING,HEPATITIS A,2,0.59,1970,40
10977,AK,ALASKA,HEPATITIS A,3,0.95,1970,41
10978,AL,ALABAMA,HEPATITIS A,11,0.31,1970,41
10979,AR,ARKANSAS,HEPATITIS A,5,0.25,1970,41
10980,AZ,ARIZONA,HEPATITIS A,12,0.63,1970,41
10981,CA,CALIFORNIA,HEPATITIS A,187,0.92,1970,41
10982,CT,CONNECTICUT,HEPATITIS A,13,0.42,1970,41
10983,DC,DISTRICT OF COLUMBIA,HEPATITIS A,1,0.13,1970,41
10984,DE,DELAWARE,HEPATITIS A,5,0.89,1970,41
10985,FL,FLORIDA,HEPATITIS A,45,0.63,1970,41
10986,GA,GEORGIA,HEPATITIS A,20,0.42,1970,41
10987,HI,HAWAII,HEPATITIS A,11,1.37,1970,41
10988,IA,IOWA,HEPATITIS A,7,0.25,1970,41
10989,ID,IDAHO,HEPATITIS A,5,0.68,1970,41
10990,IL,ILLINOIS,HEPATITIS A,23,0.21,1970,41
10991,IN,INDIANA,HEPATITIS A,4,0.08,1970,41
10992,KS,KANSAS,HEPATITIS A,20,0.89,1970,41
10993,KY,KENTUCKY,HEPATITIS A,29,0.88,1970,41
10994,LA,LOUISIANA,HEPATITIS A,8,0.22,1970,41
10995,MA,MASSACHUSETTS,HEPATITIS A,50,0.87,1970,41
10996,MD,MARYLAND,HEPATITIS A,9,0.22,1970,41
10997,ME,MAINE,HEPATITIS A,7,0.69,1970,41
10998,MI,MICHIGAN,HEPATITIS A,87,0.97,1970,41
10999,MN,MINNESOTA,HEPATITIS A,6,0.16,1970,41
11000,MO,MISSOURI,HEPATITIS A,4,0.08,1970,41
11001,MS,MISSISSIPPI,HEPATITIS A,1,0.04,1970,41
11002,MT,MONTANA,HEPATITIS A,5,0.7,1970,41
11003,NC,NORTH CAROLINA,HEPATITIS A,18,0.35,1970,41
11004,NE,NEBRASKA,HEPATITIS A,2,0.13,1970,41
11005,NH,NEW HAMPSHIRE,HEPATITIS A,2,0.26,1970,41
11006,NJ,NEW JERSEY,HEPATITIS A,76,1.04,1970,41
11007,NM,NEW MEXICO,HEPATITIS A,15,1.42,1970,41
11008,NY,NEW YORK,HEPATITIS A,65,0.35,1970,41
11009,OH,OHIO,HEPATITIS A,43,0.4,1970,41
11010,OK,OKLAHOMA,HEPATITIS A,4,0.15,1970,41
11011,OR,OREGON,HEPATITIS A,41,1.91,1970,41
11012,PA,PENNSYLVANIA,HEPATITIS A,50,0.42,1970,41
11013,RI,RHODE ISLAND,HEPATITIS A,24,2.49,1970,41
11014,SC,SOUTH CAROLINA,HEPATITIS A,7,0.26,1970,41
11015,SD,SOUTH DAKOTA,HEPATITIS A,1,0.15,1970,41
11016,TN,TENNESSEE,HEPATITIS A,19,0.47,1970,41
11017,TX,TEXAS,HEPATITIS A,45,0.39,1970,41
11018,UT,UTAH,HEPATITIS A,2,0.18,1970,41
11019,VA,VIRGINIA,HEPATITIS A,21,0.44,1970,41
11020,VT,VERMONT,HEPATITIS A,7,1.54,1970,41
11021,WA,WASHINGTON,HEPATITIS A,43,1.25,1970,41
11022,WI,WISCONSIN,HEPATITIS A,9,0.2,1970,41
11023,WV,WEST VIRGINIA,HEPATITIS A,2,0.11,1970,41
11024,WY,WYOMING,HEPATITIS A,6,1.76,1970,41
11025,AK,ALASKA,HEPATITIS A,6,1.9,1970,42
11026,AL,ALABAMA,HEPATITIS A,6,0.17,1970,42
11027,AR,ARKANSAS,HEPATITIS A,9,0.46,1970,42
11028,AZ,ARIZONA,HEPATITIS A,7,0.37,1970,42
11029,CA,CALIFORNIA,HEPATITIS A,282,1.39,1970,42
11030,CO,COLORADO,HEPATITIS A,25,1.09,1970,42
11031,CT,CONNECTICUT,HEPATITIS A,34,1.11,1970,42
11032,DC,DISTRICT OF COLUMBIA,HEPATITIS A,8,1.07,1970,42
11033,DE,DELAWARE,HEPATITIS A,1,0.18,1970,42
11034,FL,FLORIDA,HEPATITIS A,27,0.38,1970,42
11035,GA,GEORGIA,HEPATITIS A,18,0.38,1970,42
11036,IA,IOWA,HEPATITIS A,5,0.18,1970,42
11037,IL,ILLINOIS,HEPATITIS A,49,0.44,1970,42
11038,IN,INDIANA,HEPATITIS A,13,0.25,1970,42
11039,KS,KANSAS,HEPATITIS A,4,0.18,1970,42
11040,KY,KENTUCKY,HEPATITIS A,12,0.36,1970,42
11041,LA,LOUISIANA,HEPATITIS A,8,0.22,1970,42
11042,MA,MASSACHUSETTS,HEPATITIS A,36,0.63,1970,42
11043,MD,MARYLAND,HEPATITIS A,18,0.45,1970,42
11044,ME,MAINE,HEPATITIS A,12,1.18,1970,42
11045,MI,MICHIGAN,HEPATITIS A,70,0.78,1970,42
11046,MN,MINNESOTA,HEPATITIS A,3,0.08,1970,42
11047,MO,MISSOURI,HEPATITIS A,19,0.4,1970,42
11048,MS,MISSISSIPPI,HEPATITIS A,1,0.04,1970,42
11049,NC,NORTH CAROLINA,HEPATITIS A,9,0.17,1970,42
11050,NE,NEBRASKA,HEPATITIS A,7,0.47,1970,42
11051,NJ,NEW JERSEY,HEPATITIS A,63,0.87,1970,42
11052,NM,NEW MEXICO,HEPATITIS A,5,0.47,1970,42
11053,NY,NEW YORK,HEPATITIS A,130,0.71,1970,42
11054,OH,OHIO,HEPATITIS A,47,0.44,1970,42
11055,OK,OKLAHOMA,HEPATITIS A,10,0.38,1970,42
11056,OR,OREGON,HEPATITIS A,17,0.79,1970,42
11057,PA,PENNSYLVANIA,HEPATITIS A,98,0.82,1970,42
11058,RI,RHODE ISLAND,HEPATITIS A,11,1.14,1970,42
11059,SC,SOUTH CAROLINA,HEPATITIS A,3,0.11,1970,42
11060,SD,SOUTH DAKOTA,HEPATITIS A,1,0.15,1970,42
11061,TN,TENNESSEE,HEPATITIS A,36,0.9,1970,42
11062,TX,TEXAS,HEPATITIS A,43,0.37,1970,42
11063,UT,UTAH,HEPATITIS A,8,0.73,1970,42
11064,VA,VIRGINIA,HEPATITIS A,11,0.23,1970,42
11065,VT,VERMONT,HEPATITIS A,6,1.32,1970,42
11066,WA,WASHINGTON,HEPATITIS A,30,0.87,1970,42
11067,WI,WISCONSIN,HEPATITIS A,9,0.2,1970,42
11068,WV,WEST VIRGINIA,HEPATITIS A,10,0.56,1970,42
11069,AK,ALASKA,HEPATITIS A,2,0.63,1970,43
11070,AL,ALABAMA,HEPATITIS A,6,0.17,1970,43
11071,AR,ARKANSAS,HEPATITIS A,2,0.1,1970,43
11072,AZ,ARIZONA,HEPATITIS A,16,0.84,1970,43
11073,CA,CALIFORNIA,HEPATITIS A,126,0.62,1970,43
11074,CO,COLORADO,HEPATITIS A,16,0.69,1970,43
11075,CT,CONNECTICUT,HEPATITIS A,26,0.85,1970,43
11076,DC,DISTRICT OF COLUMBIA,HEPATITIS A,1,0.13,1970,43
11077,DE,DELAWARE,HEPATITIS A,2,0.35,1970,43
11078,FL,FLORIDA,HEPATITIS A,42,0.59,1970,43
11079,GA,GEORGIA,HEPATITIS A,13,0.28,1970,43
11080,HI,HAWAII,HEPATITIS A,4,0.5,1970,43
11081,IA,IOWA,HEPATITIS A,4,0.14,1970,43
11082,ID,IDAHO,HEPATITIS A,2,0.27,1970,43
11083,IL,ILLINOIS,HEPATITIS A,36,0.32,1970,43
11084,IN,INDIANA,HEPATITIS A,10,0.19,1970,43
11085,KS,KANSAS,HEPATITIS A,4,0.18,1970,43
11086,KY,KENTUCKY,HEPATITIS A,22,0.67,1970,43
11087,LA,LOUISIANA,HEPATITIS A,11,0.3,1970,43
11088,MA,MASSACHUSETTS,HEPATITIS A,49,0.85,1970,43
11089,MD,MARYLAND,HEPATITIS A,22,0.55,1970,43
11090,ME,MAINE,HEPATITIS A,27,2.66,1970,43
11091,MI,MICHIGAN,HEPATITIS A,84,0.94,1970,43
11092,MN,MINNESOTA,HEPATITIS A,2,0.05,1970,43
11093,MO,MISSOURI,HEPATITIS A,7,0.15,1970,43
11094,MS,MISSISSIPPI,HEPATITIS A,5,0.22,1970,43
11095,MT,MONTANA,HEPATITIS A,3,0.42,1970,43
11096,NC,NORTH CAROLINA,HEPATITIS A,22,0.42,1970,43
11097,NE,NEBRASKA,HEPATITIS A,6,0.4,1970,43
11098,NJ,NEW JERSEY,HEPATITIS A,47,0.65,1970,43
11099,NM,NEW MEXICO,HEPATITIS A,1,0.09,1970,43
11100,NY,NEW YORK,HEPATITIS A,129,0.7,1970,43
11101,OH,OHIO,HEPATITIS A,43,0.4,1970,43
11102,OK,OKLAHOMA,HEPATITIS A,14,0.53,1970,43
11103,OR,OREGON,HEPATITIS A,28,1.3,1970,43
11104,PA,PENNSYLVANIA,HEPATITIS A,42,0.35,1970,43
11105,RI,RHODE ISLAND,HEPATITIS A,16,1.66,1970,43
11106,SC,SOUTH CAROLINA,HEPATITIS A,13,0.49,1970,43
11107,SD,SOUTH DAKOTA,HEPATITIS A,1,0.15,1970,43
11108,TN,TENNESSEE,HEPATITIS A,16,0.4,1970,43
11109,TX,TEXAS,HEPATITIS A,41,0.36,1970,43
11110,UT,UTAH,HEPATITIS A,7,0.64,1970,43
11111,VT,VERMONT,HEPATITIS A,6,1.32,1970,43
11112,WA,WASHINGTON,HEPATITIS A,41,1.19,1970,43
11113,WI,WISCONSIN,HEPATITIS A,21,0.47,1970,43
11114,WV,WEST VIRGINIA,HEPATITIS A,21,1.19,1970,43
11115,AK,ALASKA,HEPATITIS A,2,0.63,1970,45
11116,AL,ALABAMA,HEPATITIS A,5,0.14,1970,45
11117,AR,ARKANSAS,HEPATITIS A,2,0.1,1970,45
11118,AZ,ARIZONA,HEPATITIS A,15,0.79,1970,45
11119,CA,CALIFORNIA,HEPATITIS A,244,1.2,1970,45
11120,CO,COLORADO,HEPATITIS A,30,1.3,1970,45
11121,CT,CONNECTICUT,HEPATITIS A,8,0.26,1970,45
11122,DC,DISTRICT OF COLUMBIA,HEPATITIS A,3,0.4,1970,45
11123,DE,DELAWARE,HEPATITIS A,1,0.18,1970,45
11124,FL,FLORIDA,HEPATITIS A,36,0.5,1970,45
11125,GA,GEORGIA,HEPATITIS A,3,0.06,1970,45
11126,HI,HAWAII,HEPATITIS A,5,0.62,1970,45
11127,IA,IOWA,HEPATITIS A,2,0.07,1970,45
11128,ID,IDAHO,HEPATITIS A,1,0.14,1970,45
11129,IL,ILLINOIS,HEPATITIS A,25,0.22,1970,45
11130,IN,INDIANA,HEPATITIS A,11,0.21,1970,45
11131,KS,KANSAS,HEPATITIS A,32,1.42,1970,45
11132,KY,KENTUCKY,HEPATITIS A,15,0.45,1970,45
11133,LA,LOUISIANA,HEPATITIS A,9,0.24,1970,45
11134,MA,MASSACHUSETTS,HEPATITIS A,37,0.64,1970,45
11135,MD,MARYLAND,HEPATITIS A,17,0.42,1970,45
11136,ME,MAINE,HEPATITIS A,20,1.97,1970,45
11137,MI,MICHIGAN,HEPATITIS A,75,0.84,1970,45
11138,MN,MINNESOTA,HEPATITIS A,8,0.21,1970,45
11139,MO,MISSOURI,HEPATITIS A,6,0.13,1970,45
11140,MS,MISSISSIPPI,HEPATITIS A,3,0.13,1970,45
11141,MT,MONTANA,HEPATITIS A,9,1.27,1970,45
11142,NC,NORTH CAROLINA,HEPATITIS A,11,0.21,1970,45
11143,ND,NORTH DAKOTA,HEPATITIS A,10,1.6,1970,45
11144,NH,NEW HAMPSHIRE,HEPATITIS A,4,0.53,1970,45
11145,NJ,NEW JERSEY,HEPATITIS A,47,0.65,1970,45
11146,NM,NEW MEXICO,HEPATITIS A,8,0.76,1970,45
11147,NV,NEVADA,HEPATITIS A,2,0.38,1970,45
11148,NY,NEW YORK,HEPATITIS A,97,0.53,1970,45
11149,OH,OHIO,HEPATITIS A,77,0.72,1970,45
11150,OK,OKLAHOMA,HEPATITIS A,5,0.19,1970,45
11151,OR,OREGON,HEPATITIS A,22,1.02,1970,45
11152,PA,PENNSYLVANIA,HEPATITIS A,85,0.72,1970,45
11153,RI,RHODE ISLAND,HEPATITIS A,15,1.56,1970,45
11154,SC,SOUTH CAROLINA,HEPATITIS A,4,0.15,1970,45
11155,SD,SOUTH DAKOTA,HEPATITIS A,1,0.15,1970,45
11156,TN,TENNESSEE,HEPATITIS A,38,0.95,1970,45
11157,TX,TEXAS,HEPATITIS A,47,0.41,1970,45
11158,UT,UTAH,HEPATITIS A,1,0.09,1970,45
11159,VA,VIRGINIA,HEPATITIS A,16,0.34,1970,45
11160,VT,VERMONT,HEPATITIS A,4,0.88,1970,45
11161,WA,WASHINGTON,HEPATITIS A,32,0.93,1970,45
11162,WI,WISCONSIN,HEPATITIS A,8,0.18,1970,45
11163,WV,WEST VIRGINIA,HEPATITIS A,6,0.34,1970,45
11164,WY,WYOMING,HEPATITIS A,2,0.59,1970,45
11165,AK,ALASKA,HEPATITIS A,2,0.63,1970,46
11166,AL,ALABAMA,HEPATITIS A,4,0.11,1970,46
11167,AR,ARKANSAS,HEPATITIS A,3,0.15,1970,46
11168,AZ,ARIZONA,HEPATITIS A,13,0.69,1970,46
11169,CA,CALIFORNIA,HEPATITIS A,187,0.92,1970,46
11170,CO,COLORADO,HEPATITIS A,33,1.43,1970,46
11171,CT,CONNECTICUT,HEPATITIS A,20,0.65,1970,46
11172,DC,DISTRICT OF COLUMBIA,HEPATITIS A,1,0.13,1970,46
11173,DE,DELAWARE,HEPATITIS A,3,0.53,1970,46
11174,FL,FLORIDA,HEPATITIS A,23,0.32,1970,46
11175,GA,GEORGIA,HEPATITIS A,6,0.13,1970,46
11176,IA,IOWA,HEPATITIS A,7,0.25,1970,46
11177,ID,IDAHO,HEPATITIS A,11,1.49,1970,46
11178,IL,ILLINOIS,HEPATITIS A,26,0.23,1970,46
11179,IN,INDIANA,HEPATITIS A,18,0.34,1970,46
11180,KS,KANSAS,HEPATITIS A,10,0.45,1970,46
11181,KY,KENTUCKY,HEPATITIS A,16,0.49,1970,46
11182,LA,LOUISIANA,HEPATITIS A,13,0.35,1970,46
11183,MA,MASSACHUSETTS,HEPATITIS A,46,0.8,1970,46
11184,MD,MARYLAND,HEPATITIS A,14,0.35,1970,46
11185,ME,MAINE,HEPATITIS A,12,1.18,1970,46
11186,MI,MICHIGAN,HEPATITIS A,85,0.95,1970,46
11187,MN,MINNESOTA,HEPATITIS A,6,0.16,1970,46
11188,MO,MISSOURI,HEPATITIS A,43,0.91,1970,46
11189,MS,MISSISSIPPI,HEPATITIS A,4,0.18,1970,46
11190,MT,MONTANA,HEPATITIS A,8,1.13,1970,46
11191,NC,NORTH CAROLINA,HEPATITIS A,19,0.37,1970,46
11192,ND,NORTH DAKOTA,HEPATITIS A,3,0.48,1970,46
11193,NE,NEBRASKA,HEPATITIS A,2,0.13,1970,46
11194,NH,NEW HAMPSHIRE,HEPATITIS A,2,0.26,1970,46
11195,NJ,NEW JERSEY,HEPATITIS A,61,0.84,1970,46
11196,NM,NEW MEXICO,HEPATITIS A,5,0.47,1970,46
11197,NV,NEVADA,HEPATITIS A,2,0.38,1970,46
11198,NY,NEW YORK,HEPATITIS A,138,0.75,1970,46
11199,OH,OHIO,HEPATITIS A,56,0.52,1970,46
11200,OK,OKLAHOMA,HEPATITIS A,5,0.19,1970,46
11201,OR,OREGON,HEPATITIS A,15,0.7,1970,46
11202,PA,PENNSYLVANIA,HEPATITIS A,67,0.56,1970,46
11203,RI,RHODE ISLAND,HEPATITIS A,9,0.93,1970,46
11204,SC,SOUTH CAROLINA,HEPATITIS A,3,0.11,1970,46
11205,TN,TENNESSEE,HEPATITIS A,18,0.45,1970,46
11206,TX,TEXAS,HEPATITIS A,57,0.5,1970,46
11207,UT,UTAH,HEPATITIS A,10,0.91,1970,46
11208,VA,VIRGINIA,HEPATITIS A,30,0.63,1970,46
11209,VT,VERMONT,HEPATITIS A,6,1.32,1970,46
11210,WA,WASHINGTON,HEPATITIS A,100,2.9,1970,46
11211,WI,WISCONSIN,HEPATITIS A,12,0.27,1970,46
11212,WV,WEST VIRGINIA,HEPATITIS A,13,0.73,1970,46
11213,AK,ALASKA,HEPATITIS A,3,0.95,1970,47
11214,AL,ALABAMA,HEPATITIS A,7,0.2,1970,47
11215,AR,ARKANSAS,HEPATITIS A,3,0.15,1970,47
11216,AZ,ARIZONA,HEPATITIS A,9,0.47,1970,47
11217,CA,CALIFORNIA,HEPATITIS A,166,0.82,1970,47
11218,CO,COLORADO,HEPATITIS A,14,0.61,1970,47
11219,CT,CONNECTICUT,HEPATITIS A,27,0.88,1970,47
11220,DE,DELAWARE,HEPATITIS A,1,0.18,1970,47
11221,FL,FLORIDA,HEPATITIS A,39,0.54,1970,47
11222,GA,GEORGIA,HEPATITIS A,14,0.3,1970,47
11223,HI,HAWAII,HEPATITIS A,9,1.12,1970,47
11224,IA,IOWA,HEPATITIS A,4,0.14,1970,47
11225,ID,IDAHO,HEPATITIS A,10,1.35,1970,47
11226,IL,ILLINOIS,HEPATITIS A,24,0.21,1970,47
11227,IN,INDIANA,HEPATITIS A,8,0.15,1970,47
11228,KS,KANSAS,HEPATITIS A,30,1.34,1970,47
11229,KY,KENTUCKY,HEPATITIS A,26,0.79,1970,47
11230,LA,LOUISIANA,HEPATITIS A,5,0.13,1970,47
11231,MA,MASSACHUSETTS,HEPATITIS A,38,0.66,1970,47
11232,MD,MARYLAND,HEPATITIS A,16,0.4,1970,47
11233,ME,MAINE,HEPATITIS A,16,1.58,1970,47
11234,MI,MICHIGAN,HEPATITIS A,67,0.75,1970,47
11235,MN,MINNESOTA,HEPATITIS A,5,0.13,1970,47
11236,MO,MISSOURI,HEPATITIS A,5,0.11,1970,47
11237,MS,MISSISSIPPI,HEPATITIS A,1,0.04,1970,47
11238,MT,MONTANA,HEPATITIS A,5,0.7,1970,47
11239,NC,NORTH CAROLINA,HEPATITIS A,20,0.38,1970,47
11240,ND,NORTH DAKOTA,HEPATITIS A,8,1.28,1970,47
11241,NE,NEBRASKA,HEPATITIS A,1,0.07,1970,47
11242,NH,NEW HAMPSHIRE,HEPATITIS A,4,0.53,1970,47
11243,NJ,NEW JERSEY,HEPATITIS A,50,0.69,1970,47
11244,NM,NEW MEXICO,HEPATITIS A,1,0.09,1970,47
11245,NY,NEW YORK,HEPATITIS A,115,0.63,1970,47
11246,OH,OHIO,HEPATITIS A,21,0.2,1970,47
11247,OK,OKLAHOMA,HEPATITIS A,7,0.27,1970,47
11248,OR,OREGON,HEPATITIS A,21,0.98,1970,47
11249,PA,PENNSYLVANIA,HEPATITIS A,72,0.61,1970,47
11250,RI,RHODE ISLAND,HEPATITIS A,19,1.97,1970,47
11251,SC,SOUTH CAROLINA,HEPATITIS A,9,0.34,1970,47
11252,TN,TENNESSEE,HEPATITIS A,32,0.8,1970,47
11253,TX,TEXAS,HEPATITIS A,24,0.21,1970,47
11254,UT,UTAH,HEPATITIS A,2,0.18,1970,47
11255,VA,VIRGINIA,HEPATITIS A,17,0.36,1970,47
11256,VT,VERMONT,HEPATITIS A,8,1.76,1970,47
11257,WA,WASHINGTON,HEPATITIS A,32,0.93,1970,47
11258,WI,WISCONSIN,HEPATITIS A,9,0.2,1970,47
11259,WV,WEST VIRGINIA,HEPATITIS A,8,0.45,1970,47
11260,AL,ALABAMA,HEPATITIS A,10,0.29,1970,48
11261,AZ,ARIZONA,HEPATITIS A,10,0.53,1970,48
11262,CA,CALIFORNIA,HEPATITIS A,154,0.76,1970,48
11263,CT,CONNECTICUT,HEPATITIS A,19,0.62,1970,48
11264,DC,DISTRICT OF COLUMBIA,HEPATITIS A,1,0.13,1970,48
11265,DE,DELAWARE,HEPATITIS A,2,0.35,1970,48
11266,FL,FLORIDA,HEPATITIS A,27,0.38,1970,48
11267,GA,GEORGIA,HEPATITIS A,1,0.02,1970,48
11268,HI,HAWAII,HEPATITIS A,8,1.0,1970,48
11269,IA,IOWA,HEPATITIS A,9,0.32,1970,48
11270,ID,IDAHO,HEPATITIS A,11,1.49,1970,48
11271,IL,ILLINOIS,HEPATITIS A,26,0.23,1970,48
11272,IN,INDIANA,HEPATITIS A,15,0.29,1970,48
11273,KS,KANSAS,HEPATITIS A,14,0.62,1970,48
11274,KY,KENTUCKY,HEPATITIS A,38,1.15,1970,48
11275,LA,LOUISIANA,HEPATITIS A,20,0.54,1970,48
11276,MA,MASSACHUSETTS,HEPATITIS A,57,0.99,1970,48
